3,1068,6742,8462,8508
7,399,4660,9827,9890
8,623,4272,9925,9955
16,806,4644,9634,9683
22,239,5547,9452,9523
30,245,5043,9698,9767
36,1476,4136,9553,9582
47,751,4469,9712,9804
48,445,5130,9560,9600
50,423,4383,9929,9998
61,191,4690,9908,9933
62,484,4388,9911,9938
76,495,5764,9188,9260
77,230,4570,9927,9979
111,1170,4324,9574,9604
119,386,4586,9814,9878
120,1146,5081,9183,9253
141,1397,3936,9630,9679
152,2461,3692,9207,9271
187,846,3974,9873,9903
201,351,5563,9321,9347
229,917,4951,9333,9353
253,1096,5622,8872,8940
256,2152,4508,8906,8961
258,287,4479,9859,9900
264,509,5514,9213,9283
269,821,4433,9607,9653
276,2750,4362,8660,8735
284,842,3906,9857,9894
293,581,4584,9641,9684
298,1719,3893,9401,9472
318,961,4011,9705,9788
324,1160,4364,9446,9489
331,1513,4672,9103,9164
338,657,4241,9738,9809
348,959,4348,9548,9580
361,1937,4249,9102,9134
370,1167,4528,9335,9383
376,1918,4208,9116,9165
402,590,4640,9555,9596
406,2237,4254,8923,8963
438,1137,4557,9306,9345
441,1586,5161,8777,8818
443,1299,5013,8985,9043
455,599,4994,9337,9398
460,776,5158,9171,9218
503,592,4740,9450,9498
556,1528,4492,9080,9127
559,881,4448,9420,9475
562,1698,5086,8689,8748
575,646,4036,9719,9807
584,1190,5621,8657,8731
587,1027,3899,9609,9661
602,2467,3720,8972,9022
608,823,5125,9099,9128
664,1426,6112,8257,8324
668,3441,4691,7960,8023
691,1873,5576,8296,8347
699,929,5512,8803,8840
706,1269,5148,8812,8848
707,1634,5635,8381,8426
721,1811,4245,8974,9032
762,970,4990,9000,9061
774,1454,5338,8578,8639
801,1692,5889,8172,8229
803,2419,5129,8190,8242
809,2189,3888,8930,8967
843,1825,5092,8492,8531
850,904,5223,8871,8935
885,1980,5711,8068,8139
900,1038,6402,8200,8243
902,2388,5038,8205,8250
906,2939,3797,8543,8598
955,1710,4039,9017,9062
965,1913,4731,8575,8599
986,2449,4652,8323,8373
989,2208,4009,8760,8817
1031,3088,4667,7972,8025
1057,2923,3334,8713,8756
1113,1439,5240,8473,8518
1115,1398,4815,8704,8751
1120,1327,6308,7992,8036
1203,1287,5675,8290,8328
1223,1539,4408,8784,8829
1256,3858,4181,7729,7759
1286,1860,6053,7770,7814
1325,1875,4378,8577,8628
1330,1942,5118,8167,8226
1386,2284,5521,7772,7820
1419,1830,5884,7811,7839
1428,2401,5498,7719,7737
1451,1763,5730,7891,7948
1475,2655,4886,7856,7911
1491,2765,5439,7533,7555
1514,1678,4550,8505,8536
1531,1770,4497,8470,8515
1567,1729,5217,8122,8148
1571,1895,5814,7734,7769
1581,1690,4385,8540,8587
1607,2813,6346,6976,7041
1610,2601,4931,7804,7837
1619,2008,5300,7907,7949
1637,2591,5489,7520,7546
1643,3457,6191,6609,6883
1647,1672,5445,7986,8033
1651,2100,5910,7543,7579
1659,2524,5557,7498,7545
1660,2039,4268,8389,8427
1661,2065,4224,8395,8438
1709,1994,4410,8305,8365
1726,2530,6682,6858,6987
1727,2265,5185,7785,7821
1731,2239,3929,8425,8459
1735,1908,4947,8062,8131
1741,3495,4560,7486,7501
1752,2486,6394,7060,7091
1764,2584,4145,8125,8165
1766,3308,4264,7710,7735
1782,2299,5858,7391,7453
1787,3293,5018,7320,7365
1797,3435,4689,7396,7466
1810,1926,5823,7584,7640
1822,2568,5926,7158,7309
1870,2644,4070,8063,8136
1911,3820,4222,7383,7447
1915,2372,3643,8413,8440
1929,2970,5801,7029,7054
1940,2096,5629,7541,7577
1941,3080,6207,6615,6940
1966,2145,4896,7861,7915
2037,2360,5748,7304,7334
2103,3122,3607,7957,7994
2187,3520,4225,7394,7457
2225,3185,6338,6392,6643
2234,2595,5334,7261,7359
2249,2282,5460,7374,7418
2253,2470,4793,7622,7645
2266,2910,5813,6790,7004
2269,2341,4848,7634,7691
2335,2649,5767,6939,7093
2362,2905,6188,6559,6769
2368,2454,4139,7878,7944
2398,3619,6100,6261,6405
2446,2569,6246,6478,7044
2451,2899,5518,6935,6980
2452,4948,5331,5842,6210
2465,4260,5495,6049,6514
2513,2685,4285,7625,7675
2520,2609,5630,6978,7046
2588,2627,5786,6817,6965
